sex,age,Age_class,race_class,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,decile_score,score_text,v_decile_score,v_score_text,priors_count,start,end,Reoffending_Likelihood
Male,25,Young,Other,0,9,0,0,28,M,9,High,8,High,28,0,5,2
Male,25,Young,Other,1,9,0,0,2,F,9,High,7,Medium,2,0,498,1
Female,42,Adult,White,0,3,0,0,1,F,3,Low,1,Low,1,20,150,2
Male,34,Adult,Other,0,10,2,0,9,M,10,High,9,High,9,0,33,2
Male,48,Adult,Other,0,6,0,0,4,F,6,Medium,3,Low,4,0,494,1
Male,34,Adult,Other,1,10,0,0,21,M,10,High,10,High,21,5,104,2
Male,28,Adult,White,0,2,0,0,0,F,2,Low,2,Low,0,0,1083,1
Male,32,Adult,White,0,3,0,0,1,F,3,Low,2,Low,1,0,605,1
Female,31,Adult,White,0,1,0,0,2,F,1,Low,1,Low,2,1,752,1
Female,24,Young,Other,0,9,0,0,4,F,9,High,8,High,4,5,24,2
Female,25,Young,White,0,4,0,0,0,F,4,Low,4,Low,0,0,238,2
Female,32,Adult,White,0,2,0,1,4,F,2,Low,1,Low,4,0,806,1
Male,37,Adult,Other,0,9,0,0,20,F,9,High,5,Medium,20,0,165,2
Male,24,Young,Other,0,3,0,0,1,F,3,Low,4,Low,1,1,2,2
Male,48,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,1,748,1
Male,25,Young,Other,1,9,2,0,9,F,9,High,9,High,9,0,43,2
Male,35,Adult,Other,0,2,0,0,1,F,2,Low,1,Low,1,0,837,1
Male,21,Young,Other,0,4,0,0,1,F,4,Low,6,Medium,1,0,53,2
Female,21,Young,Other,0,10,0,0,0,F,10,High,9,High,0,32,160,2
Female,27,Adult,White,0,2,0,0,0,F,2,Low,2,Low,0,1,119,2
Male,22,Young,Other,0,2,0,0,0,F,2,Low,4,Low,0,0,737,1
Male,28,Adult,Other,0,5,0,0,4,F,5,Medium,5,Medium,4,0,558,1
Male,26,Adult,Other,0,2,0,0,0,M,2,Low,3,Low,0,0,1058,1
Male,23,Young,Other,0,2,0,0,0,M,2,Low,3,Low,0,0,21,2
Male,34,Adult,White,0,2,0,0,0,F,2,Low,1,Low,0,0,1086,1
Male,22,Young,Other,0,9,0,0,3,F,9,High,9,High,3,33,726,1
Male,30,Adult,Other,0,5,0,0,5,F,5,Medium,4,Low,5,61,177,2
Male,44,Adult,White,0,2,0,0,5,F,2,Low,1,Low,5,7,760,1
Male,57,Adult,White,0,2,0,0,1,F,2,Low,1,Low,1,16,858,1
Male,22,Young,Other,0,8,0,1,0,F,8,High,9,High,0,4,50,2
Male,34,Adult,Other,0,3,0,0,0,F,3,Low,4,Low,0,0,1120,1
Male,24,Young,Other,0,8,0,0,7,F,8,High,7,Medium,7,67,227,2
Male,20,Young,White,0,4,0,0,0,F,4,Low,7,Medium,0,0,959,1
Male,35,Adult,White,0,9,0,0,2,F,9,High,5,Medium,2,0,71,1
Male,53,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,102,2
Male,60,Adult,Other,0,3,0,0,13,F,3,Low,1,Low,13,0,1037,1
Female,22,Young,Other,0,5,0,0,2,F,5,Medium,7,Medium,2,0,770,1
Male,43,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1117,1
Male,72,Adult,White,0,4,0,0,7,F,4,Low,1,Low,7,0,921,1
Male,33,Adult,Other,0,5,0,0,3,F,5,Medium,2,Low,3,3,17,2
Male,24,Young,Other,0,4,0,0,1,F,4,Low,4,Low,1,0,282,2
Male,60,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,217,880,1
Male,24,Young,White,0,5,0,0,3,F,5,Medium,4,Low,3,6,417,2
Male,43,Adult,Other,0,2,0,0,2,M,2,Low,1,Low,2,0,1186,1
Male,30,Adult,Other,0,4,0,0,1,M,4,Low,6,Medium,1,0,1017,1
Female,43,Adult,White,0,6,0,0,0,M,6,Medium,1,Low,0,29,880,1
Male,48,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,1131,1
Male,54,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1145,1
Male,45,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,1,950,1
Male,36,Adult,Other,0,4,0,0,0,F,4,Low,2,Low,0,3,1109,1
Male,31,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,922,1
Male,40,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,1,1072,1
Male,50,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,823,1
Female,26,Adult,Other,0,6,0,0,1,M,6,Medium,4,Low,1,0,870,1
Male,41,Adult,Other,0,4,0,0,7,F,4,Low,1,Low,7,1,940,1
Male,34,Adult,White,0,6,0,1,5,F,6,Medium,5,Medium,5,0,35,2
Female,28,Adult,White,0,6,0,0,0,F,6,Medium,3,Low,0,1,88,1
Male,30,Adult,Other,0,1,0,0,1,F,1,Low,2,Low,1,0,807,1
Male,23,Young,White,0,9,0,2,2,F,9,High,9,High,2,0,292,2
Female,37,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,292,2
Male,35,Adult,Other,0,2,0,0,5,M,2,Low,1,Low,5,0,1178,1
Male,21,Young,White,0,6,0,1,1,F,6,Medium,7,Medium,1,48,376,2
Male,45,Adult,Other,0,9,0,0,1,F,9,High,8,High,1,0,779,1
Female,22,Young,Other,0,8,1,0,2,M,8,High,8,High,2,34,48,2
Male,29,Adult,Other,0,8,0,0,6,F,8,High,4,Low,6,35,39,2
Female,30,Adult,Other,0,2,0,0,0,M,2,Low,2,Low,0,0,879,1
Male,45,Adult,White,0,3,0,0,3,M,3,Low,2,Low,3,92,186,2
Female,24,Young,Other,0,4,0,0,2,F,4,Low,4,Low,2,0,536,1
Male,31,Adult,White,0,8,0,0,4,F,8,High,8,High,4,29,64,2
Male,56,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,863,1
Female,44,Adult,Other,0,3,0,0,4,F,3,Low,1,Low,4,0,35,2
Male,24,Young,Other,0,10,4,0,14,F,10,High,10,High,14,179,408,2
Male,38,Adult,Other,0,6,0,0,11,F,6,Medium,2,Low,11,17,972,1
Male,51,Adult,Other,0,9,0,0,22,F,9,High,2,Low,22,34,272,2
Male,22,Young,White,0,3,0,0,0,F,3,Low,5,Medium,0,0,1086,1
Male,28,Adult,Other,0,8,0,0,5,M,8,High,6,Medium,5,0,903,1
Male,47,Adult,Other,0,8,0,1,19,F,8,High,3,Low,19,211,503,2
Male,51,Adult,Other,0,4,0,0,0,M,4,Low,1,Low,0,29,73,2
Male,25,Young,White,0,3,0,0,1,M,3,Low,4,Low,1,42,60,1
Male,53,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,68,1
Male,30,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,1,885,1
Male,33,Adult,White,0,6,0,0,0,F,6,Medium,3,Low,0,0,329,2
Male,35,Adult,Other,0,4,0,0,5,F,4,Low,3,Low,5,224,481,2
Female,33,Adult,Other,0,2,0,0,0,F,2,Low,2,Low,0,1,826,1
Male,65,Adult,Other,0,10,0,0,11,F,10,High,4,Low,11,0,1094,1
Male,59,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,918,1
Female,37,Adult,Other,0,5,0,0,4,M,5,Medium,3,Low,4,0,813,1
Female,33,Adult,White,0,7,0,0,1,F,7,Medium,5,Medium,1,84,931,1
Male,27,Adult,Other,0,7,0,0,2,F,7,Medium,7,Medium,2,131,712,2
Female,29,Adult,Other,0,7,0,0,9,F,7,Medium,5,Medium,9,14,465,2
Male,26,Adult,Other,0,8,0,0,11,F,8,High,5,Medium,11,0,64,2
Male,24,Young,Other,0,10,0,3,3,F,10,High,9,High,3,43,272,2
Male,43,Adult,Other,0,9,0,0,5,F,9,High,5,Medium,5,0,1094,1
Male,37,Adult,Other,0,7,0,0,11,M,7,Medium,3,Low,11,0,110,2
Male,53,Adult,Other,0,7,0,0,13,F,7,Medium,6,Medium,13,90,1093,1
Male,43,Adult,Other,0,1,0,0,4,F,1,Low,1,Low,4,0,1045,1
Male,26,Adult,Other,0,8,0,0,4,F,8,High,5,Medium,4,1,139,2
Female,30,Adult,White,0,3,0,0,1,M,3,Low,2,Low,1,0,934,1
Male,27,Adult,Other,0,7,0,0,6,F,7,Medium,6,Medium,6,2,30,2
Male,39,Adult,White,0,5,0,0,9,F,5,Medium,3,Low,9,0,90,2
Male,37,Adult,White,0,4,0,0,4,M,4,Low,3,Low,4,0,211,2
Male,22,Young,White,0,10,0,0,3,M,10,High,6,Medium,3,11,223,2
Male,25,Young,White,0,6,0,0,0,F,6,Medium,4,Low,0,1,902,1
Male,26,Adult,Other,0,5,0,0,1,F,5,Medium,3,Low,1,1,945,1
Female,28,Adult,White,0,6,0,0,0,M,6,Medium,2,Low,0,0,1159,1
Male,25,Young,Other,0,5,0,0,0,M,5,Medium,3,Low,0,1,213,2
Male,58,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,2,388,1
Female,29,Adult,White,0,5,0,0,1,M,5,Medium,3,Low,1,0,7,2
Male,33,Adult,Other,0,5,0,0,8,F,5,Medium,3,Low,8,3,819,1
Male,38,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,803,1
Male,38,Adult,White,0,3,0,0,2,F,3,Low,2,Low,2,0,814,1
Male,59,Adult,Other,0,6,0,0,22,F,6,Medium,6,Medium,22,68,84,2
Male,29,Adult,Other,0,5,0,0,4,M,5,Medium,4,Low,4,0,202,2
Male,57,Adult,Other,0,5,0,0,9,F,5,Medium,5,Medium,9,0,759,1
Male,53,Adult,White,0,2,0,0,0,M,2,Low,2,Low,0,3,264,2
Male,33,Adult,Other,0,8,0,0,2,F,8,High,7,Medium,2,0,241,2
Male,58,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,802,1
Male,51,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,930,1
Male,25,Young,Other,0,9,0,2,11,F,9,High,8,High,11,0,126,2
Male,53,Adult,White,0,4,0,0,2,F,4,Low,2,Low,2,40,1085,1
Male,32,Adult,White,0,6,0,0,0,M,6,Medium,8,High,0,17,284,2
Male,35,Adult,Other,0,8,0,0,6,F,8,High,6,Medium,6,10,24,2
Male,39,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,914,1
Male,36,Adult,Other,0,9,0,0,1,M,9,High,4,Low,1,0,1134,1
Female,42,Adult,White,0,4,0,0,5,M,4,Low,1,Low,5,5,631,2
Male,37,Adult,Other,0,2,0,0,0,M,2,Low,2,Low,0,0,1126,1
Male,39,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,2,1054,1
Female,52,Adult,White,0,1,0,0,3,M,1,Low,1,Low,3,0,857,1
Male,60,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,768,1
Male,37,Adult,Other,0,1,0,0,2,M,1,Low,1,Low,2,0,850,1
Male,42,Adult,White,0,1,0,0,4,F,1,Low,2,Low,4,17,231,2
Male,44,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,286,2
Male,23,Young,Other,0,6,0,0,6,F,6,Medium,7,Medium,6,1,62,2
Female,42,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,180,2
Female,28,Adult,White,0,3,0,0,2,F,3,Low,2,Low,2,0,899,1
Male,28,Adult,Other,0,4,0,0,5,F,4,Low,4,Low,5,0,968,1
Male,38,Adult,White,0,5,0,0,12,F,5,Medium,3,Low,12,0,1064,1
Female,43,Adult,Other,0,2,0,0,2,F,2,Low,1,Low,2,1,24,2
Male,42,Adult,Other,0,5,0,0,0,F,5,Medium,5,Medium,0,0,895,1
Female,25,Young,White,0,3,0,0,0,M,3,Low,3,Low,0,0,806,1
Male,32,Adult,Other,0,9,0,0,7,F,9,High,9,High,7,37,154,2
Male,21,Young,Other,0,6,0,0,0,F,6,Medium,7,Medium,0,0,192,2
Female,35,Adult,White,0,5,0,0,1,M,5,Medium,2,Low,1,0,905,1
Male,37,Adult,White,0,5,0,0,0,F,5,Medium,3,Low,0,126,1137,1
Female,33,Adult,Other,0,2,0,0,2,F,2,Low,1,Low,2,0,892,1
Female,51,Adult,White,0,3,0,0,4,F,3,Low,1,Low,4,0,52,1
Male,39,Adult,White,0,4,0,0,3,F,4,Low,2,Low,3,2,928,1
Male,35,Adult,Other,0,6,0,0,5,M,6,Medium,6,Medium,5,1,306,2
Male,40,Adult,Other,0,7,0,0,3,F,7,Medium,8,High,3,12,1048,1
Male,32,Adult,Other,0,8,0,0,17,F,8,High,2,Low,17,0,402,2
Male,18,Young,White,5,8,0,0,4,F,8,High,8,High,4,0,85,2
Male,32,Adult,White,0,6,0,0,3,F,6,Medium,2,Low,3,0,424,2
Male,37,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,858,1
Male,32,Adult,Other,0,6,0,0,10,F,6,Medium,2,Low,10,0,106,2
Male,47,Adult,White,0,3,0,0,5,M,3,Low,2,Low,5,0,76,2
Female,23,Young,White,0,7,0,0,0,M,7,Medium,5,Medium,0,0,1173,1
Male,63,Adult,White,0,4,0,0,10,F,4,Low,1,Low,10,2,70,2
Male,38,Adult,Other,0,9,1,0,16,F,9,High,10,High,16,241,744,2
Male,32,Adult,Other,0,5,0,0,6,M,5,Medium,4,Low,6,1,301,2
Male,31,Adult,Other,0,8,0,0,4,F,8,High,3,Low,4,23,47,2
Male,23,Young,Other,0,3,0,0,0,F,3,Low,3,Low,0,1,1077,1
Male,38,Adult,Other,0,5,0,0,1,M,5,Medium,2,Low,1,125,1039,1
Female,47,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,977,1
Male,33,Adult,White,0,8,0,0,1,F,8,High,4,Low,1,9,36,2
Male,22,Young,White,0,4,0,0,1,F,4,Low,5,Medium,1,0,943,1
Male,26,Adult,White,0,3,0,0,1,M,3,Low,4,Low,1,0,318,1
Male,40,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,262,2
Male,36,Adult,Other,10,7,0,0,14,F,7,Medium,5,Medium,14,173,211,2
Female,65,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,1,1060,1
Male,44,Adult,White,0,5,0,0,4,M,5,Medium,5,Medium,4,0,173,2
Female,22,Young,Other,0,3,0,0,0,M,3,Low,4,Low,0,0,951,1
Male,34,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1096,1
Female,38,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,880,1
Female,26,Adult,White,0,3,0,0,4,F,3,Low,3,Low,4,0,77,2
Male,20,Young,Other,0,4,0,0,0,M,4,Low,6,Medium,0,22,39,2
Male,49,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,1068,1
Male,56,Adult,Other,0,4,0,0,7,F,4,Low,4,Low,7,0,580,1
Male,52,Adult,White,0,9,0,0,2,F,9,High,1,Low,2,5,94,2
Male,25,Young,Other,0,2,0,0,2,M,2,Low,3,Low,2,0,698,2
Male,34,Adult,Other,0,1,0,0,5,F,1,Low,2,Low,5,3,775,1
Male,33,Adult,Other,0,1,0,0,1,M,1,Low,2,Low,1,0,412,2
Male,21,Young,Other,0,7,1,2,1,F,7,Medium,9,High,1,0,215,1
Male,46,Adult,Other,0,4,0,0,9,F,4,Low,2,Low,9,4,890,1
Male,22,Young,Other,0,6,0,0,2,M,6,Medium,6,Medium,2,0,250,2
Male,57,Adult,White,0,4,0,0,1,M,4,Low,3,Low,1,0,608,1
Male,22,Young,Other,0,3,0,1,2,F,3,Low,6,Medium,2,0,82,2
Female,48,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,1,88,2
Male,40,Adult,Other,0,5,0,0,21,F,5,Medium,3,Low,21,29,1044,1
Female,30,Adult,Other,0,2,0,0,1,F,2,Low,1,Low,1,0,1112,1
Male,21,Young,White,0,7,1,0,4,M,7,Medium,6,Medium,4,32,204,2
Female,39,Adult,Other,0,10,2,0,22,F,10,High,3,Low,22,3,21,2
Male,27,Adult,White,0,6,0,0,13,F,6,Medium,3,Low,13,0,373,2
Female,33,Adult,White,0,6,0,0,0,M,6,Medium,3,Low,0,0,117,2
Male,24,Young,Other,0,3,0,0,0,F,3,Low,4,Low,0,0,1106,1
Male,43,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,379,2
Female,45,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,1,895,1
Male,51,Adult,Other,0,3,0,0,3,F,3,Low,2,Low,3,0,935,1
Female,35,Adult,Other,0,2,0,0,2,F,2,Low,1,Low,2,0,127,2
Male,31,Adult,Other,0,7,0,0,9,M,7,Medium,3,Low,9,0,424,2
Male,27,Adult,White,0,2,0,0,0,M,2,Low,3,Low,0,1,1059,1
Male,32,Adult,Other,0,2,0,0,1,F,2,Low,3,Low,1,0,805,1
Male,49,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,949,1
Male,29,Adult,Other,0,3,0,0,2,F,3,Low,2,Low,2,26,956,1
Male,23,Young,Other,0,6,1,0,2,F,6,Medium,5,Medium,2,0,6,2
Male,30,Adult,Other,0,3,0,0,6,M,3,Low,2,Low,6,0,866,1
Male,55,Adult,Other,0,6,0,0,12,F,6,Medium,2,Low,12,0,291,2
Male,30,Adult,White,0,4,0,0,0,M,4,Low,5,Medium,0,56,543,1
Male,34,Adult,Other,0,4,0,0,13,F,4,Low,1,Low,13,0,474,2
Male,56,Adult,White,0,1,0,0,2,F,1,Low,1,Low,2,0,980,1
Male,33,Adult,Other,0,6,0,0,4,F,6,Medium,2,Low,4,0,53,1
Male,28,Adult,Other,0,2,0,0,1,M,2,Low,3,Low,1,0,956,1
Male,29,Adult,Other,0,8,0,0,1,F,8,High,8,High,1,40,1106,1
Male,38,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,747,1
Male,37,Adult,White,0,3,0,0,0,F,3,Low,2,Low,0,0,738,1
Female,33,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,126,2
Male,30,Adult,Other,0,2,0,0,0,F,2,Low,2,Low,0,0,1132,1
Male,51,Adult,Other,1,9,0,1,19,F,9,High,4,Low,19,12,344,1
Male,65,Adult,Other,0,5,0,0,7,M,5,Medium,1,Low,7,0,607,1
Female,32,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,837,1
Male,38,Adult,White,0,7,0,0,5,F,7,Medium,2,Low,5,0,15,2
Male,35,Adult,Other,0,4,0,0,1,F,4,Low,3,Low,1,0,1013,1
Male,57,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,1024,1
Male,26,Adult,White,0,3,0,0,1,F,3,Low,3,Low,1,0,1163,1
Female,23,Young,Other,0,8,3,1,7,M,8,High,5,Medium,7,0,230,2
Female,36,Adult,Other,2,6,0,0,4,M,6,Medium,3,Low,4,1,313,2
Female,33,Adult,Other,0,4,0,0,2,F,4,Low,2,Low,2,0,97,2
Male,35,Adult,White,0,5,0,0,3,F,5,Medium,3,Low,3,0,14,2
Male,33,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,480,1
Male,47,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,1,1062,1
Female,53,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,951,1
Male,31,Adult,Other,0,5,0,0,6,F,5,Medium,4,Low,6,0,758,1
Male,35,Adult,White,0,4,0,0,1,M,4,Low,1,Low,1,0,566,2
Female,36,Adult,Other,0,3,0,0,1,F,3,Low,2,Low,1,0,120,2
Female,25,Young,White,0,3,0,0,0,M,3,Low,3,Low,0,0,827,1
Male,52,Adult,Other,0,6,0,0,10,F,6,Medium,7,Medium,10,149,564,1
Male,23,Young,Other,0,7,0,0,3,M,7,Medium,8,High,3,0,249,2
Male,34,Adult,Other,0,3,0,0,7,M,3,Low,2,Low,7,0,820,1
Male,51,Adult,White,0,3,0,0,6,F,3,Low,2,Low,6,2,6,2
Male,24,Young,Other,0,8,0,4,8,F,8,High,8,High,8,214,279,2
Male,32,Adult,White,0,2,0,0,0,F,2,Low,1,Low,0,0,214,2
Male,43,Adult,Other,0,7,0,0,8,F,7,Medium,5,Medium,8,363,720,2
Male,45,Adult,Other,1,7,0,1,20,M,7,Medium,2,Low,20,46,789,1
Male,42,Adult,Other,0,5,0,0,10,M,5,Medium,1,Low,10,0,30,2
Male,22,Young,Other,0,7,0,0,1,F,7,Medium,5,Medium,1,5,304,2
Male,49,Adult,Other,0,4,0,0,4,F,4,Low,1,Low,4,0,99,1
Male,42,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,31,39,2
Male,40,Adult,White,0,8,0,0,0,M,8,High,10,High,0,29,79,2
Male,25,Young,Other,0,7,1,0,2,F,7,Medium,3,Low,2,0,67,2
Male,25,Young,White,0,5,0,0,0,M,5,Medium,3,Low,0,1,255,2
Male,23,Young,Other,0,5,0,0,0,F,5,Medium,7,Medium,0,1,30,1
Male,21,Young,White,0,7,0,0,2,F,7,Medium,7,Medium,2,0,315,2
Male,31,Adult,White,0,5,0,0,3,M,5,Medium,4,Low,3,0,801,1
Female,28,Adult,Other,0,2,0,0,0,M,2,Low,2,Low,0,1,834,1
Male,24,Young,Other,0,9,0,0,11,F,9,High,5,Medium,11,50,213,2
Male,45,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,37,511,1
Male,23,Young,Other,0,4,0,0,2,M,4,Low,4,Low,2,0,353,2
Male,39,Adult,Other,0,8,0,0,7,F,8,High,6,Medium,7,0,137,2
Male,25,Young,White,0,4,0,0,2,F,4,Low,4,Low,2,0,674,1
Male,24,Young,Other,0,2,1,0,1,F,2,Low,4,Low,1,0,819,1
Male,46,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,434,1
Male,47,Adult,White,0,1,0,0,3,F,1,Low,1,Low,3,1,1176,1
Male,54,Adult,White,0,4,0,0,2,M,4,Low,3,Low,2,0,66,2
Male,22,Young,Other,0,4,0,1,1,M,4,Low,5,Medium,1,0,332,2
Female,34,Adult,White,0,2,0,0,0,M,2,Low,1,Low,0,0,955,1
Male,33,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,410,2
Male,27,Adult,White,0,6,0,0,1,M,6,Medium,3,Low,1,0,1172,1
Male,29,Adult,Other,0,10,0,1,16,F,10,High,8,High,16,0,89,2
Male,34,Adult,Other,0,2,0,0,3,M,2,Low,2,Low,3,0,139,1
Male,32,Adult,Other,0,5,0,0,1,F,5,Medium,5,Medium,1,0,247,1
Male,29,Adult,Other,0,6,0,0,0,M,6,Medium,3,Low,0,1,1084,1
Female,25,Young,White,0,3,0,0,2,M,3,Low,3,Low,2,0,442,2
Male,34,Adult,White,0,6,0,0,16,F,6,Medium,6,Medium,16,0,628,2
Female,55,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,1078,1
Male,27,Adult,Other,0,4,0,0,0,F,4,Low,4,Low,0,0,20,2
Male,26,Adult,Other,0,3,0,0,0,M,3,Low,3,Low,0,0,1133,1
Male,39,Adult,Other,2,9,2,1,19,F,9,High,7,Medium,19,179,393,2
Male,24,Young,Other,0,7,0,0,1,F,7,Medium,7,Medium,1,0,811,1
Male,29,Adult,White,0,2,0,0,0,M,2,Low,2,Low,0,1,1140,1
Female,31,Adult,White,0,7,0,0,3,F,7,Medium,4,Low,3,0,468,2
Male,50,Adult,Other,0,1,0,0,13,F,1,Low,1,Low,13,0,4,2
Male,25,Young,Other,0,5,0,0,2,F,5,Medium,3,Low,2,0,39,2
Male,31,Adult,Other,0,5,0,0,4,F,5,Medium,4,Low,4,0,198,2
Male,31,Adult,Other,0,2,0,0,0,M,2,Low,2,Low,0,0,981,1
Male,26,Adult,White,1,6,0,0,2,F,6,Medium,8,High,2,0,958,1
Male,54,Adult,White,0,2,0,0,2,F,2,Low,1,Low,2,97,929,1
Male,33,Adult,Other,0,8,0,0,14,F,8,High,4,Low,14,0,86,2
Male,22,Young,Other,0,4,0,0,0,M,4,Low,5,Medium,0,0,278,2
Male,35,Adult,Other,0,9,1,0,8,F,9,High,8,High,8,239,1112,1
Female,30,Adult,Other,0,7,0,0,4,F,7,Medium,4,Low,4,0,244,2
Male,25,Young,Other,0,2,0,0,0,F,2,Low,3,Low,0,0,737,1
Male,25,Young,Other,0,5,0,0,0,F,5,Medium,3,Low,0,0,1150,1
Male,44,Adult,Other,0,2,0,0,0,F,2,Low,1,Low,0,0,5,2
Female,29,Adult,White,0,7,0,0,2,F,7,Medium,4,Low,2,8,88,2
Male,46,Adult,White,0,3,0,0,2,F,3,Low,1,Low,2,0,112,2
Male,53,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,4,879,1
Male,24,Young,Other,0,7,0,0,2,F,7,Medium,4,Low,2,1,649,2
Female,52,Adult,Other,0,1,0,0,2,F,1,Low,1,Low,2,0,123,2
Male,27,Adult,Other,0,2,0,0,0,M,2,Low,2,Low,0,0,131,2
Male,41,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,880,1
Female,21,Young,Other,0,5,0,0,0,F,5,Medium,6,Medium,0,0,702,2
Male,24,Young,White,0,4,0,0,1,F,4,Low,3,Low,1,0,917,1
Male,38,Adult,White,0,2,0,0,8,F,2,Low,4,Low,8,0,388,1
Male,23,Young,White,0,2,0,0,0,M,2,Low,4,Low,0,0,827,1
Male,42,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,1044,1
Male,32,Adult,White,0,5,0,0,4,F,5,Medium,1,Low,4,0,659,1
Male,24,Young,Other,0,7,0,0,3,M,7,Medium,8,High,3,0,423,2
Male,24,Young,Other,5,8,0,0,5,F,8,High,9,High,5,0,361,2
Male,26,Adult,Other,0,8,0,0,4,F,8,High,4,Low,4,0,2,2
Male,50,Adult,White,0,3,0,0,9,F,3,Low,2,Low,9,0,79,2
Female,32,Adult,Other,0,6,0,0,3,M,6,Medium,4,Low,3,0,754,1
Male,40,Adult,Other,0,9,0,0,13,F,9,High,3,Low,13,0,595,1
Male,25,Young,White,0,2,0,0,1,M,2,Low,3,Low,1,0,208,2
Male,42,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,1058,1
Male,27,Adult,Other,0,3,0,0,2,F,3,Low,4,Low,2,0,719,1
Male,23,Young,White,0,9,0,0,0,F,9,High,5,Medium,0,0,578,2
Male,37,Adult,Other,0,9,0,0,22,M,9,High,4,Low,22,1,121,2
Male,32,Adult,Other,0,4,0,0,1,M,4,Low,2,Low,1,3,139,2
Male,38,Adult,Other,0,7,0,0,2,M,7,Medium,4,Low,2,0,43,2
Male,52,Adult,White,0,3,0,0,4,M,3,Low,2,Low,4,1,102,2
Male,29,Adult,White,0,2,0,0,2,F,2,Low,3,Low,2,3,956,1
Male,28,Adult,Other,0,3,0,0,7,M,3,Low,2,Low,7,0,403,2
Male,49,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1184,1
Male,50,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,787,1
Male,26,Adult,White,0,2,0,0,2,F,2,Low,3,Low,2,0,145,2
Female,34,Adult,White,0,8,0,0,0,F,8,High,2,Low,0,30,183,2
Female,28,Adult,White,0,7,0,0,1,F,7,Medium,3,Low,1,9,757,1
Male,36,Adult,White,0,8,0,0,4,F,8,High,2,Low,4,0,74,2
Male,45,Adult,Other,0,2,0,0,1,F,2,Low,1,Low,1,0,117,2
Male,30,Adult,Other,0,3,0,0,0,F,3,Low,2,Low,0,0,150,2
Male,24,Young,Other,0,4,0,0,3,F,4,Low,4,Low,3,1,250,2
Male,25,Young,Other,0,2,0,0,0,M,2,Low,3,Low,0,0,195,2
Male,25,Young,Other,0,3,0,0,4,M,3,Low,3,Low,4,8,289,2
Male,45,Adult,White,0,1,0,0,2,F,1,Low,1,Low,2,0,1131,1
